university_id,university_name,country,region,year,subject_area,total_students,international_students,academic_staff,student_faculty_ratio,international_student_pct,publications_count,citations_count,academic_reputation_score,employer_reputation_score,faculty_student_score,citations_per_faculty,intl_faculty_ratio,sustainability_score,employment_outcomes_score,the_teaching_score,the_research_environment,the_research_quality,the_industry_score,the_international_outlook,raw_overall_score,source_qs,source_the,rank
UNIV_808255,Stockholm Polytechnic University,Singapore,Asia,2021,Arts & Humanities,43151,7853,2876,15.4,16.9,1740,5829,61.6,63.3,56.9,15.0,21.1,61.1,60.7,59,60.5,20.0,53.0,25.3,63.1,QS World University Rankings,Times Higher Education World University Rankings,1156
UNIV_808255,Stockholm Polytechnic University,Singapore,Asia,2022,Arts & Humanities,43151,7853,2876,15.2,17.2,1147,4014,62.0,58.9,57.4,15.0,21.5,63.6,57.2,60,59.5,20.0,89.0,25.8,63.5,QS World University Rankings,Times Higher Education World University Rankings,1192
UNIV_808255,Stockholm Polytechnic University,Singapore,Asia,2023,Arts & Humanities,43151,7853,2876,15.0,17.8,1118,4080,63.5,65.5,58.0,15.0,22.2,63.1,63.7,61,62.7,20.0,66.0,26.7,65.0,QS World University Rankings,Times Higher Education World University Rankings,1164
UNIV_808255,Stockholm Polytechnic University,Singapore,Asia,2024,Arts & Humanities,43151,7853,2876,15.0,17.9,1252,4757,63.9,59.3,58.0,15.0,22.4,58.9,58.9,61,64.0,20.0,51.7,26.8,65.4,QS World University Rankings,Times Higher Education World University Rankings,1197
UNIV_491049,Marseille University of Arts and Sciences,India,Asia,2020,Social Sciences & Management,14834,2848,988,15.7,17.4,1659,5308,62.7,64.1,56.0,15.0,21.8,57.7,62.6,59,63.7,20.0,92.7,26.1,61.6,QS World University Rankings,Times Higher Education World University Rankings,1183
UNIV_491049,Marseille University of Arts and Sciences,India,Asia,2021,Social Sciences & Management,14834,2848,988,15.5,18.0,2075,6951,64.0,62.2,56.6,15.0,22.5,59.0,57.2,60,64.8,20.0,75.6,27.0,62.9,QS World University Rankings,Times Higher Education World University Rankings,1166
UNIV_491049,Marseille University of Arts and Sciences,India,Asia,2022,Social Sciences & Management,14834,2848,988,15.2,18.0,2280,7980,64.7,60.9,57.4,15.0,22.5,61.2,58.9,61,64.9,20.0,53.6,27.0,63.6,QS World University Rankings,Times Higher Education World University Rankings,1183
UNIV_491049,Marseille University of Arts and Sciences,India,Asia,2023,Social Sciences & Management,14834,2848,988,15.1,18.9,2286,8343,65.5,67.5,57.7,15.2,23.6,60.9,67.8,62,62.4,20.0,90.3,28.3,64.4,QS World University Rankings,Times Higher Education World University Rankings,1194
UNIV_491049,Marseille University of Arts and Sciences,India,Asia,2024,Social Sciences & Management,14834,2848,988,15.0,19.2,2722,10343,66.2,66.2,58.0,18.8,24.0,58.1,64.4,62,65.1,20.0,58.4,28.8,65.1,QS World University Rankings,Times Higher Education World University Rankings,1212
UNIV_742072,Berlin University of Engineering,Turkey,Asia,2020,Arts & Humanities,26707,4273,1599,17.4,14.0,1112,3558,60.6,62.3,51.3,15.0,17.5,52.6,60.3,56,57.1,20.0,93.2,21.0,61.8,QS World University Rankings,Times Higher Education World University Rankings,1171
UNIV_742072,Berlin University of Engineering,Turkey,Asia,2021,Arts & Humanities,26707,4273,1599,17.2,14.2,2228,7463,62.0,64.5,51.8,15.0,17.8,54.6,63.7,57,60.1,20.0,47.6,21.3,63.2,QS World University Rankings,Times Higher Education World University Rankings,1150
UNIV_742072,Berlin University of Engineering,Turkey,Asia,2022,Arts & Humanities,26707,4273,1599,16.9,14.9,1549,5421,62.2,62.1,52.7,15.0,18.6,56.5,59.5,57,59.2,20.0,56.8,22.4,63.4,QS World University Rankings,Times Higher Education World University Rankings,1199
UNIV_742072,Berlin University of Engineering,Turkey,Asia,2023,Arts & Humanities,26707,4273,1599,16.9,15.3,2858,10431,62.9,65.3,52.7,15.0,19.1,55.5,61.9,58,60.6,20.0,59.4,23.0,64.1,QS World University Rankings,Times Higher Education World University Rankings,1212
UNIV_742072,Berlin University of Engineering,Turkey,Asia,2024,Arts & Humanities,26707,4273,1599,16.7,15.7,2082,7911,64.1,64.7,53.2,15.0,19.6,60.0,59.8,59,60.8,20.0,59.1,23.5,65.3,QS World University Rankings,Times Higher Education World University Rankings,1204
UNIV_882335,City Philadelphia University,China,Asia,2020,Engineering & Technology,31806,6361,1631,20.1,17.9,705,2256,62.6,61.6,43.7,15.0,22.4,57.0,59.6,53,63.8,20.0,54.0,26.8,61.2,QS World University Rankings,Times Higher Education World University Rankings,1208
UNIV_882335,City Philadelphia University,China,Asia,2021,Engineering & Technology,31806,6361,1631,19.9,18.5,1156,3872,64.0,64.5,44.3,15.0,23.1,60.0,58.2,54,61.7,20.0,43.6,27.8,62.7,QS World University Rankings,Times Higher Education World University Rankings,1179
UNIV_882335,City Philadelphia University,China,Asia,2022,Engineering & Technology,31806,6361,1631,19.8,19.1,1567,5484,64.3,62.0,44.6,15.0,23.9,62.0,60.2,54,63.6,20.0,62.0,28.7,62.9,QS World University Rankings,Times Higher Education World University Rankings,1227
UNIV_882335,City Philadelphia University,China,Asia,2023,Engineering & Technology,31806,6361,1631,19.7,19.6,939,3427,66.5,65.3,44.8,15.0,24.5,58.8,62.8,56,63.2,20.0,55.7,29.4,65.1,QS World University Rankings,Times Higher Education World University Rankings,1157
UNIV_882335,City Philadelphia University,China,Asia,2024,Engineering & Technology,31806,6361,1631,19.5,19.8,2051,7793,67.1,66.6,45.4,15.0,24.8,64.8,60.6,56,63.3,20.0,48.1,29.7,65.7,QS World University Rankings,Times Higher Education World University Rankings,1177
UNIV_896482,Canberra Technical University,Singapore,Asia,2020,Engineering & Technology,41337,7399,3626,12.0,16.1,1103,3529,61.4,59.7,66.4,15.0,20.1,59.5,58.0,64,57.7,20.0,41.5,24.2,61.4,QS World University Rankings,Times Higher Education World University Rankings,1195
UNIV_896482,Canberra Technical University,Singapore,Asia,2021,Engineering & Technology,41337,7399,3626,12.0,16.3,883,2958,62.6,63.6,66.4,15.0,20.4,63.4,64.7,64,61.6,20.0,59.1,24.5,62.5,QS World University Rankings,Times Higher Education World University Rankings,1195
UNIV_896482,Canberra Technical University,Singapore,Asia,2022,Engineering & Technology,41337,7399,3626,11.6,16.7,377,1319,62.8,58.3,67.5,15.0,20.9,,56.4,65,61.4,20.0,44.5,25.0,62.7,QS World University Rankings,Times Higher Education World University Rankings,1238
UNIV_896482,Canberra Technical University,Singapore,Asia,2023,Engineering & Technology,41337,7399,3626,11.5,17.3,1004,3664,64.0,64.0,67.8,15.0,21.6,62.6,63.9,66,63.8,20.0,81.2,26.0,63.9,QS World University Rankings,Times Higher Education World University Rankings,1225
UNIV_896482,Canberra Technical University,Singapore,Asia,2024,Engineering & Technology,41337,7399,3626,11.2,18.5,614,2333,66.1,62.9,68.6,15.0,23.1,56.5,61.7,67,66.9,20.0,91.2,27.8,66.0,QS World University Rankings,Times Higher Education World University Rankings,1158
UNIV_091486,Freiburg University of Applied Sciences,China,Asia,2020,Life Sciences & Medicine,29480,4215,1744,17.5,12.7,879,2812,63.1,64.8,51.0,15.0,15.9,55.1,64.5,57,62.9,20.0,40.8,19.0,61.2,QS World University Rankings,Times Higher Education World University Rankings,1208
UNIV_091486,Freiburg University of Applied Sciences,China,Asia,2021,Life Sciences & Medicine,29480,4215,1744,17.4,13.1,2230,7470,64.8,62.0,51.3,15.0,16.4,62.2,59.8,58,64.1,20.0,44.0,19.6,62.9,QS World University Rankings,Times Higher Education World University Rankings,1166
UNIV_091486,Freiburg University of Applied Sciences,China,Asia,2022,Life Sciences & Medicine,29480,4215,1744,17.2,13.2,1523,5330,65.0,65.2,51.8,15.0,16.5,63.8,59.8,58,65.0,20.0,60.0,19.8,63.0,QS World University Rankings,Times Higher Education World University Rankings,1222
UNIV_091486,Freiburg University of Applied Sciences,China,Asia,2023,Life Sciences & Medicine,29480,4215,1744,17.2,13.9,1087,3967,65.9,61.5,51.8,15.0,17.4,65.0,58.7,59,66.3,20.0,92.7,20.9,64.0,QS World University Rankings,Times Higher Education World University Rankings,1219
UNIV_091486,Freiburg University of Applied Sciences,China,Asia,2024,Life Sciences & Medicine,29480,4215,1744,16.8,14.1,1823,6927,67.4,67.1,53.0,15.0,17.6,57.0,64.1,60,66.8,20.0,67.5,21.1,65.4,QS World University Rankings,Times Higher Education World University Rankings,1197
UNIV_057676,Bengaluru University of Humanities,China,Asia,2020,Natural Sciences,33791,6893,3187,11.0,18.7,983,3145,62.6,61.4,69.2,15.0,23.4,57.0,56.9,66,61.5,20.0,41.2,28.0,61.4,QS World University Rankings,Times Higher Education World University Rankings,1195
UNIV_057676,Bengaluru University of Humanities,China,Asia,2021,Natural Sciences,33791,6893,3187,11.1,19.1,1461,4894,63.9,59.1,68.9,15.0,23.9,64.9,53.6,66,62.1,20.0,89.2,28.7,62.6,QS World University Rankings,Times Higher Education World University Rankings,1190
UNIV_057676,Bengaluru University of Humanities,China,Asia,2022,Natural Sciences,33791,6893,3187,11.1,19.6,887,3104,64.3,62.3,68.9,15.0,24.5,57.7,61.6,67,63.5,20.0,66.5,29.4,63.1,QS World University Rankings,Times Higher Education World University Rankings,1214
UNIV_057676,Bengaluru University of Humanities,China,Asia,2023,Natural Sciences,33791,6893,3187,10.8,20.0,2147,7836,65.6,66.8,69.8,15.0,25.0,56.6,66.5,68,65.2,20.0,85.5,30.0,64.4,QS World University Rankings,Times Higher Education World University Rankings,1194
UNIV_057676,Bengaluru University of Humanities,China,Asia,2024,Natural Sciences,33791,6893,3187,10.6,20.6,784,2979,66.8,63.8,70.3,15.0,25.8,60.3,57.9,69,68.1,20.0,57.0,30.9,65.5,QS World University Rankings,Times Higher Education World University Rankings,1191
UNIV_138273,University of Leeds 3,South Korea,Asia,2020,Life Sciences & Medicine,36862,7151,2393,16.1,18.0,755,2416,57.6,55.3,54.9,15.0,22.5,53.1,51.7,56,55.6,20.0,79.5,27.0,60.9,QS World University Rankings,Times Higher Education World University Rankings,1227
UNIV_138273,University of Leeds 3,South Korea,Asia,2021,Life Sciences & Medicine,36862,7151,2393,15.8,17.9,209,700,58.9,57.2,55.8,15.0,22.4,55.0,54.1,57,59.6,20.0,47.6,26.8,62.3,QS World University Rankings,Times Higher Education World University Rankings,1208
UNIV_138273,University of Leeds 3,South Korea,Asia,2022,Life Sciences & Medicine,36862,7151,2393,15.9,18.4,917,3209,60.5,56.4,55.5,15.0,23.0,63.1,56.3,58,60.8,20.0,64.1,27.6,64.0,QS World University Rankings,Times Higher Education World University Rankings,1164
UNIV_138273,University of Leeds 3,South Korea,Asia,2023,Life Sciences & Medicine,36862,7151,2393,15.5,19.1,595,2171,60.7,57.4,56.6,15.0,23.9,64.4,56.1,59,60.3,20.0,53.0,28.7,64.3,QS World University Rankings,Times Higher Education World University Rankings,1201
UNIV_138273,University of Leeds 3,South Korea,Asia,2024,Life Sciences & Medicine,36862,7151,2393,15.4,19.3,-204,-775,62.0,61.5,56.9,15.0,24.1,65.5,60.2,59,59.4,20.0,67.5,29.0,65.6,QS World University Rankings,Times Higher Education World University Rankings,1184
UNIV_279438,International Pasadena University 2,Australia,Oceania,2020,Engineering & Technology,14535,5130,1615,9.6,33.6,1192,3814,61.3,60.5,73.1,15.0,42.0,53.9,60.6,67,58.3,20.0,75.0,50.4,61.2,QS World University Rankings,Times Higher Education World University Rankings,1208
UNIV_279438,International Pasadena University 2,Australia,Oceania,2021,Engineering & Technology,14535,5130,1615,9.3,34.0,1377,4612,62.4,63.7,74.0,15.0,42.5,55.7,63.0,68,59.6,20.0,88.2,51.0,62.3,QS World University Rankings,Times Higher Education World University Rankings,1208
UNIV_279438,International Pasadena University 2,Australia,Oceania,2022,Engineering & Technology,14535,5130,1615,9.2,34.5,1058,3703,63.2,59.1,74.2,15.0,43.1,59.4,53.5,69,59.7,20.0,46.9,51.8,63.1,QS World University Rankings,Times Higher Education World University Rankings,1214
UNIV_279438,International Pasadena University 2,Australia,Oceania,2023,Engineering & Technology,14535,5130,1615,9.1,34.7,1316,4803,64.5,61.3,74.5,15.0,43.4,62.5,55.3,70,61.1,20.0,45.4,52.1,64.4,QS World University Rankings,Times Higher Education World University Rankings,1194
UNIV_279438,International Pasadena University 2,Australia,Oceania,2024,Engineering & Technology,14535,5130,1615,9.1,35.5,297,1128,65.1,61.5,74.5,15.0,44.4,56.2,58.6,70,62.0,20.0,48.0,53.2,65.0,QS World University Rankings,Times Higher Education World University Rankings,1219
UNIV_231730,Valparaiso National University,Australia,Oceania,2020,Social Sciences & Management,23174,8319,1476,16.3,34.3,380,1216,57.9,59.8,54.4,15.0,42.9,58.2,59.0,56,58.4,20.0,69.1,51.4,61.4,QS World University Rankings,Times Higher Education World University Rankings,1195
UNIV_231730,Valparaiso National University,Australia,Oceania,2021,Social Sciences & Management,23174,8319,1476,16.3,34.8,834,2793,59.1,56.1,54.4,15.0,43.5,62.3,51.0,57,58.6,20.0,91.8,52.2,62.7,QS World University Rankings,Times Higher Education World University Rankings,1179
UNIV_231730,Valparaiso National University,Australia,Oceania,2022,Social Sciences & Management,23174,8319,1476,16.2,34.8,-78,-273,59.6,57.4,54.6,15.0,43.5,53.8,55.1,57,58.0,20.0,69.3,52.2,63.3,QS World University Rankings,Times Higher Education World University Rankings,1203
UNIV_231730,Valparaiso National University,Australia,Oceania,2023,Social Sciences & Management,23174,8319,1476,15.7,35.6,622,2270,60.8,59.3,56.0,15.0,44.5,59.3,56.0,58,60.0,20.0,77.9,53.4,64.5,QS World University Rankings,Times Higher Education World University Rankings,1188
UNIV_231730,Valparaiso National University,Australia,Oceania,2024,Social Sciences & Management,23174,8319,1476,15.7,35.6,1873,7117,61.6,61.7,56.0,15.0,44.5,57.6,62.3,59,61.6,20.0,69.4,53.4,65.4,QS World University Rankings,Times Higher Education World University Rankings,1197
UNIV_371319,Bogota University of Business and Economics,Australia,Oceania,2020,Engineering & Technology,14144,5629,968,15.2,37.9,1247,3990,60.7,59.8,57.4,15.0,47.4,57.5,54.4,59,60.6,20.0,53.2,56.8,61.1,QS World University Rankings,Times Higher Education World University Rankings,1217
UNIV_371319,Bogota University of Business and Economics,Australia,Oceania,2021,Engineering & Technology,14144,5629,968,15.2,38.5,1441,4827,61.4,56.8,57.4,15.0,48.1,53.1,52.5,59,59.5,20.0,50.1,57.8,61.9,QS World University Rankings,Times Higher Education World University Rankings,1227
UNIV_371319,Bogota University of Business and Economics,Australia,Oceania,2022,Engineering & Technology,14144,5629,968,14.9,39.1,500,1750,63.1,60.9,58.3,15.0,48.9,65.3,60.9,61,63.5,20.0,80.1,58.7,63.5,QS World University Rankings,Times Higher Education World University Rankings,1192
UNIV_371319,Bogota University of Business and Economics,Australia,Oceania,2023,Engineering & Technology,14144,5629,968,14.9,39.6,473,1726,64.3,60.5,58.3,15.0,49.5,65.8,61.3,61,60.9,20.0,41.2,59.4,64.8,QS World University Rankings,Times Higher Education World University Rankings,1174
UNIV_371319,Bogota University of Business and Economics,Australia,Oceania,2024,Engineering & Technology,14144,5629,968,14.6,39.7,1515,5757,64.6,59.9,59.1,15.0,49.6,61.0,58.3,62,64.0,20.0,68.5,59.6,65.1,QS World University Rankings,Times Higher Education World University Rankings,1212
UNIV_153390,Metropolitan Chapel Hill University 3,India,Asia,2020,Arts & Humanities,42709,8669,2512,17.6,18.5,897,2870,59.9,56.4,50.7,15.0,23.1,58.8,55.4,55,56.6,20.0,77.5,27.8,61.1,QS World University Rankings,Times Higher Education World University Rankings,1217
UNIV_153390,Metropolitan Chapel Hill University 3,India,Asia,2021,Arts & Humanities,42709,8669,2512,17.4,18.8,99,331,60.6,59.6,51.3,15.0,23.5,59.8,54.8,56,58.3,20.0,73.4,28.2,61.8,QS World University Rankings,Times Higher Education World University Rankings,1232
UNIV_153390,Metropolitan Chapel Hill University 3,India,Asia,2022,Arts & Humanities,42709,8669,2512,17.3,19.3,1388,4858,62.2,63.0,51.6,15.0,24.1,59.7,59.7,57,61.4,20.0,70.3,29.0,63.5,QS World University Rankings,Times Higher Education World University Rankings,1192
UNIV_153390,Metropolitan Chapel Hill University 3,India,Asia,2023,Arts & Humanities,42709,8669,2512,17.2,19.8,1052,3839,62.9,63.5,51.8,15.0,24.8,66.0,64.4,57,61.7,20.0,63.9,29.7,64.1,QS World University Rankings,Times Higher Education World University Rankings,1212
UNIV_153390,Metropolitan Chapel Hill University 3,India,Asia,2024,Arts & Humanities,42709,8669,2512,16.9,20.3,1274,4841,63.7,65.7,52.7,15.0,25.4,60.1,63.0,58,62.7,20.0,87.8,30.5,65.0,QS World University Rankings,Times Higher Education World University Rankings,1219
UNIV_798847,International Darwin University,China,Asia,2020,Arts & Humanities,10870,2510,787,14.2,21.0,2572,8230,61.1,59.2,60.2,18.8,26.2,63.6,53.4,61,58.2,20.0,41.0,31.5,61.0,QS World University Rankings,Times Higher Education World University Rankings,1223
UNIV_798847,International Darwin University,China,Asia,2021,Arts & Humanities,10870,2510,787,14.4,21.8,2328,7798,62.3,58.0,59.7,17.8,27.2,57.4,54.8,61,60.4,20.0,80.0,32.7,62.2,QS World University Rankings,Times Higher Education World University Rankings,1214
UNIV_798847,International Darwin University,China,Asia,2022,Arts & Humanities,10870,2510,787,14.1,22.4,2422,8477,63.4,63.6,60.5,19.4,28.0,58.7,57.5,62,60.0,20.0,64.3,33.6,63.3,QS World University Rankings,Times Higher Education World University Rankings,1203
UNIV_798847,International Darwin University,China,Asia,2023,Arts & Humanities,10870,2510,787,14.1,22.2,2171,7924,64.7,60.5,60.5,18.1,27.8,59.2,55.7,63,65.4,20.0,43.9,33.3,64.6,QS World University Rankings,Times Higher Education World University Rankings,1182
UNIV_798847,International Darwin University,China,Asia,2024,Arts & Humanities,10870,2510,787,13.9,23.4,2599,9876,65.4,62.8,61.1,22.6,29.2,58.5,61.4,63,66.7,21.5,80.1,35.1,65.3,QS World University Rankings,Times Higher Education World University Rankings,1204
UNIV_781023,University of Pasadena 4,Taiwan,Asia,2020,Social Sciences & Management,37438,8086,2103,18.3,20.1,-133,-425,57.8,56.6,48.8,15.0,25.1,59.3,57.1,53,58.6,20.0,43.3,30.2,61.5,QS World University Rankings,Times Higher Education World University Rankings,1190
UNIV_781023,University of Pasadena 4,Taiwan,Asia,2021,Social Sciences & Management,37438,8086,2103,18.2,20.4,1209,4050,58.7,55.6,49.0,15.0,25.5,57.0,54.5,54,55.5,20.0,70.2,30.6,62.5,QS World University Rankings,Times Higher Education World University Rankings,1195
UNIV_781023,University of Pasadena 4,Taiwan,Asia,2022,Social Sciences & Management,37438,8086,2103,18.0,20.5,520,1820,59.6,59.9,49.6,15.0,25.6,54.9,55.8,55,59.1,20.0,91.9,30.8,63.4,QS World University Rankings,Times Higher Education World University Rankings,1199
UNIV_781023,University of Pasadena 4,Taiwan,Asia,2023,Social Sciences & Management,37438,8086,2103,17.9,21.2,1116,4073,59.8,57.5,49.9,15.0,26.5,66.8,52.4,55,60.8,20.0,63.7,31.8,63.6,QS World University Rankings,Times Higher Education World University Rankings,1239
UNIV_781023,University of Pasadena 4,Taiwan,Asia,2024,Social Sciences & Management,37438,8086,2103,17.8,21.5,1396,5304,61.7,56.8,50.2,15.0,26.9,63.6,57.8,56,60.6,20.0,59.5,32.2,65.6,QS World University Rankings,Times Higher Education World University Rankings,1184
UNIV_736272,University of Brasilia 3,United States,North America,2020,Social Sciences & Management,42740,8505,1826,23.9,18.1,697,2230,59.2,58.3,33.1,15.0,22.6,57.6,58.5,46,56.0,20.0,76.2,27.2,61.3,QS World University Rankings,Times Higher Education World University Rankings,1203
UNIV_736272,University of Brasilia 3,United States,North America,2021,Social Sciences & Management,42740,8505,1826,23.7,18.6,821,2750,59.7,59.4,33.6,15.0,23.2,61.6,54.7,47,56.9,20.0,54.5,27.9,61.9,QS World University Rankings,Times Higher Education World University Rankings,1227
UNIV_736272,University of Brasilia 3,United States,North America,2022,Social Sciences & Management,42740,8505,1826,23.9,18.8,908,3178,60.8,56.0,33.1,15.0,23.5,66.1,56.0,47,59.3,20.0,43.7,28.2,63.0,QS World University Rankings,Times Higher Education World University Rankings,1222
UNIV_736272,University of Brasilia 3,United States,North America,2023,Social Sciences & Management,42740,8505,1826,23.7,19.8,692,2525,62.5,58.7,33.6,15.0,24.8,59.2,53.0,48,63.7,20.0,84.4,29.7,64.7,QS World University Rankings,Times Higher Education World University Rankings,1180
UNIV_736272,University of Brasilia 3,United States,North America,2024,Social Sciences & Management,42740,8505,1826,23.4,19.9,1384,5259,63.3,63.2,34.5,15.0,24.9,68.7,57.9,49,62.7,20.0,92.1,29.8,65.6,QS World University Rankings,Times Higher Education World University Rankings,1184
UNIV_020733,Kuala Lumpur Polytechnic University,China,Asia,2020,Life Sciences & Medicine,35515,5362,2089,17.6,13.2,1006,3219,64.7,66.6,50.7,15.0,16.5,57.2,66.7,58,62.1,20.0,65.7,19.8,61.2,QS World University Rankings,Times Higher Education World University Rankings,1208
UNIV_020733,Kuala Lumpur Polytechnic University,China,Asia,2021,Life Sciences & Medicine,35515,5362,2089,17.7,14.1,1251,4190,66.2,63.1,50.4,15.0,17.6,54.4,56.9,58,64.5,20.0,54.8,21.1,62.6,QS World University Rankings,Times Higher Education World University Rankings,1190
UNIV_020733,Kuala Lumpur Polytechnic University,China,Asia,2022,Life Sciences & Medicine,35515,5362,2089,17.5,14.4,2260,7910,67.0,66.1,51.0,15.0,18.0,53.9,66.2,59,63.3,20.0,62.6,21.6,63.4,QS World University Rankings,Times Higher Education World University Rankings,1199
UNIV_020733,Kuala Lumpur Polytechnic University,China,Asia,2023,Life Sciences & Medicine,35515,5362,2089,17.1,14.5,1795,6551,67.9,62.8,52.1,15.0,18.1,57.6,61.5,60,67.7,20.0,47.1,21.8,64.2,QS World University Rankings,Times Higher Education World University Rankings,1206
UNIV_020733,Kuala Lumpur Polytechnic University,China,Asia,2024,Life Sciences & Medicine,35515,5362,2089,17.0,14.9,1848,7022,68.8,69.2,52.4,15.0,18.6,62.8,63.2,61,69.9,20.0,44.0,22.4,65.1,QS World University Rankings,Times Higher Education World University Rankings,1212
UNIV_090308,Technical Durham University,China,Asia,2020,Social Sciences & Management,36115,6428,3343,11.3,15.8,1177,3766,61.1,59.8,68.4,15.0,19.8,61.6,59.5,65,57.8,20.0,73.8,23.7,61.5,QS World University Rankings,Times Higher Education World University Rankings,1190
UNIV_090308,Technical Durham University,China,Asia,2021,Social Sciences & Management,36115,6428,3343,11.2,16.4,2002,6706,62.3,62.8,68.6,15.0,20.5,63.8,58.1,65,58.9,20.0,83.5,24.6,62.7,QS World University Rankings,Times Higher Education World University Rankings,1179
UNIV_090308,Technical Durham University,China,Asia,2022,Social Sciences & Management,36115,6428,3343,10.9,17.0,1743,6100,62.9,65.1,69.5,15.0,21.2,63.7,61.8,66,63.7,20.0,94.6,25.5,63.3,QS World University Rankings,Times Higher Education World University Rankings,1203
UNIV_090308,Technical Durham University,China,Asia,2023,Social Sciences & Management,36115,6428,3343,10.9,17.3,1556,5679,64.4,63.6,69.5,15.0,21.6,64.4,64.1,67,61.4,20.0,71.8,26.0,64.8,QS World University Rankings,Times Higher Education World University Rankings,1174
UNIV_090308,Technical Durham University,China,Asia,2024,Social Sciences & Management,36115,6428,3343,10.8,18.2,431,1637,64.5,63.6,69.8,15.0,22.8,66.9,63.8,67,63.6,20.0,48.6,27.3,64.9,QS World University Rankings,Times Higher Education World University Rankings,1226
UNIV_656313,Catholic Granada University,Taiwan,Asia,2020,Engineering & Technology,43471,8085,3450,13.3,16.9,1707,5462,60.3,56.3,62.8,15.0,21.1,61.4,51.2,62,57.0,20.0,57.9,25.3,61.9,QS World University Rankings,Times Higher Education World University Rankings,1167
UNIV_656313,Catholic Granada University,Taiwan,Asia,2021,Engineering & Technology,43471,8085,3450,13.1,17.4,1554,5205,61.0,59.6,63.3,15.0,21.8,,54.6,62,57.6,20.0,86.5,26.1,62.6,QS World University Rankings,Times Higher Education World University Rankings,1190
UNIV_656313,Catholic Granada University,Taiwan,Asia,2022,Engineering & Technology,43471,8085,3450,13.0,17.3,902,3157,61.5,57.1,63.6,15.0,21.6,60.6,54.3,63,59.5,20.0,59.1,26.0,63.1,QS World University Rankings,Times Higher Education World University Rankings,1214
UNIV_656313,Catholic Granada University,Taiwan,Asia,2023,Engineering & Technology,43471,8085,3450,12.7,18.2,1222,4460,62.6,63.0,64.4,15.0,22.8,61.2,61.4,64,60.8,20.0,79.5,27.3,64.2,QS World University Rankings,Times Higher Education World University Rankings,1206
UNIV_656313,Catholic Granada University,Taiwan,Asia,2024,Engineering & Technology,43471,8085,3450,12.7,18.6,597,2268,62.5,62.2,64.4,15.0,23.2,61.3,57.5,63,63.1,20.0,45.3,27.9,64.2,QS World University Rankings,Times Higher Education World University Rankings,1264
UNIV_558204,Utrecht Wesleyan University 2,India,Asia,2020,Natural Sciences,22177,5655,1386,16.7,23.9,814,2604,61.0,63.4,53.2,15.0,29.9,54.6,57.4,57,59.6,20.0,55.8,35.8,61.5,QS World University Rankings,Times Higher Education World University Rankings,1190
UNIV_558204,Utrecht Wesleyan University 2,India,Asia,2021,Natural Sciences,22177,5655,1386,16.2,24.6,668,2237,61.7,58.3,54.6,15.0,30.8,55.5,55.2,58,61.4,20.0,58.5,36.9,62.2,QS World University Rankings,Times Higher Education World University Rankings,1214
UNIV_558204,Utrecht Wesleyan University 2,India,Asia,2022,Natural Sciences,22177,5655,1386,16.2,24.2,350,1225,62.8,65.1,54.6,15.0,30.2,58.9,63.0,59,60.0,20.0,40.7,36.3,63.2,QS World University Rankings,Times Higher Education World University Rankings,1209
UNIV_558204,Utrecht Wesleyan University 2,India,Asia,2023,Natural Sciences,22177,5655,1386,16.3,24.8,1382,5044,63.4,64.9,54.4,15.0,31.0,55.8,59.1,59,63.6,20.0,64.0,37.2,63.9,QS World University Rankings,Times Higher Education World University Rankings,1225
UNIV_558204,Utrecht Wesleyan University 2,India,Asia,2024,Natural Sciences,22177,5655,1386,16.0,25.3,1028,3906,65.0,66.4,55.2,15.0,31.6,61.7,60.0,60,62.3,20.0,44.8,38.0,65.5,QS World University Rankings,Times Higher Education World University Rankings,1191
UNIV_275476,Valencia University of Applied Sciences 2,South Korea,Asia,2020,Arts & Humanities,23104,4574,1520,15.7,18.3,1695,5424,61.2,58.3,56.0,15.0,22.9,52.6,59.1,59,58.1,20.0,49.8,27.5,61.1,QS World University Rankings,Times Higher Education World University Rankings,1217
UNIV_275476,Valencia University of Applied Sciences 2,South Korea,Asia,2021,Arts & Humanities,23104,4574,1520,15.7,18.7,972,3256,62.8,64.5,56.0,15.0,23.4,55.6,60.8,59,62.8,20.0,93.8,28.0,62.7,QS World University Rankings,Times Higher Education World University Rankings,1179
UNIV_275476,Valencia University of Applied Sciences 2,South Korea,Asia,2022,Arts & Humanities,23104,4574,1520,15.5,19.1,815,2852,63.4,59.8,56.6,15.0,23.9,56.7,58.4,60,62.2,20.0,46.6,28.7,63.3,QS World University Rankings,Times Higher Education World University Rankings,1203
UNIV_275476,Valencia University of Applied Sciences 2,South Korea,Asia,2023,Arts & Humanities,23104,4574,1520,15.3,19.3,1539,5617,64.0,64.6,57.2,15.0,24.1,,64.3,61,61.1,20.0,48.4,29.0,63.9,QS World University Rankings,Times Higher Education World University Rankings,1225
UNIV_275476,Valencia University of Applied Sciences 2,South Korea,Asia,2024,Arts & Humanities,23104,4574,1520,15.2,19.8,1379,5240,65.7,62.3,57.4,15.0,24.8,62.5,61.7,62,65.3,20.0,51.3,29.7,65.6,QS World University Rankings,Times Higher Education World University Rankings,1184
